comment,labeling
송가인빠 틀니들은 아직 멜론 이런거 잘 안씀. 보수 정치채널 보는거 배워서 유튜브만 할줄 암. 송가인 노래도 유튜브로 ㅂㄴ다,0
바이브가 박효신급도 아닌데 멜론을 씹어먹고..근데 콘서트는 개조옷망이라매..닐로도 그랫지?닐로는 심지어 50대 순위도 일등이더라..프듀x가 그렇게 허술하게 조작질하다가 훅 갓지?니들도 똑같아..그리고 윤민수 이미지 아들땜에 좋아진거지,0
기레기야 자꾸 남의 인스타 허락없이 퍼와서 기사쓰지마 너도 사람인데 하지말아야겠다는 생각은 스스로 할수있자나,0
"돈이 많겠지 찐따야
",0
한녀벌레들 ㅋㅋ 그알보니까 설리 악플 대부분이 한녀던데 ㅋ 반성안하나 벌레들아,0
하여간 폐미들은 정신병자인거 같아서 안타깝다 나라망치는 폐미 아웃,0
저런 거 죽으면 세상 감사 할 일. 저런 새끼는 뻔뻔하게 죽지도 않아. 피해자만 시달리다 자살하는 더러운 세상.,0
니들이 좋아하는 2차가해 적당히하자 패미충들아,0
앗 네!!! 감히 한남을 욕해서 죄송합니닷ㅠㅠㅜ 지들이 잘못해놓고 패미탓 하면 된다니 인생 너~~무 편하당♡♡,0
최 모 씨는 상해 피해자인데 영상 보내는 화풀이했다고 기소된 거다. 너 같은 이기적인 년들이 거짓 선동을 하도 해대서 한심한 년아. 피해자일 뿐인데 남자라서 고통당하는 거지. 최 모 씨가 뭔 잘못이냐? 영상도 최 모 씨가 찍은 게 아니라 구하라가 최 모 씨 나체를 찍은 거다. 구하라는 옷 입은 상태였고. 최 모 씨는 유포한다고 협박한 적도 없는데 기소됐다. 박유천 영상 유포하겠다고 지속적으로 협박한 황 모 씨는 마약으로만 기소됐고 여자라서 전혀 문제가 안 된다. 그만큼 한국 사회가 성차별이 심한 거다 덜떨어지고 이기적인 년들아,0
너같은 봉신때문에 죽은거야..,0
"최 모씨 나체만 찍었는데, 왜 구하라 동영상이 실검에 오르고 야동사이트에 구하라 아닌 사람에 구하라 동영상이란 제목으로 유포하고 애 자살기도까지 하게 만듬? 거짓 선동을 구하라로 하도 해대서 결국 이사단 난거잖아 한심한 년아. 너도 쳐봤을꺼아님 구하라 동영상 이 덜떨어지고 이기적인 년아.",0
구하라가 상해 입힌건 생각못하네 멍청한 메갈들,0
존나 웃기네. 조작멤버들이 뻔히 껴있는데 퉁쳐서 피해자들로 만들어버리네. 이것도 돈쳐먹고 쓰는 기사지?,0
존나웃긴다 ㅋㅋㅋㅋ아이즈원은 쥐잡듯이 패고 엑스원은 꿈 지켜준다 이지랄 ㅋㅋㅋ,0
반박은 못하면서 비공이나 쳐 누르고 ㅡㅡ 어휴 떼법 역겨운거보소 ㅉㅉㅉㅉㅉ 민노총 떼법이나 민식이 법이나 뭐가 다르냐?? 애비가 일터에서 죽는거 막는법은 민노총이 제안해서 관심없고 애새끼 부주의에 사고나서 죽는거 막는법은 불쌍하니 국민청원이냐!!!! 진보나 보수나 둘다 썩었어 이나라는 앞이안보인다 진짜 ㅉㅉㅉㅉㅉ 1조가 개이름이야 떼법으로 제정하게 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 출산율은 개떡이라 애도 안낳으면서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어휴,0
개소리 작작하세요 fkta**** 820곳이 5% 라고!!!! 쉽게 1000개가 5% 잡으면 19000개 필요하다고!!!! 개당 5000만원 잡으면 9500억!!! 1조필요하다고 빡뇌들아!!!!! 그리고 민식이가 사고날때보면 횡단보도에 주정차된 차들 사이에서 애기가 좌우도 살피지 않고 튀어나와서 사고난건데 이건 이미 시행중인 학교 출입구 근처 주차금지 & 횡단보도 근처 10m 주차금지 법으로 충분히 막을수 있다고!!!! 작작 떼법 제정해라. 내가 진보라지만 세금낭비 진짜 개역겹게 하네 ㅡㅡ 이래놓고 나중에 국감에서 꼬투리잡을라고,0
중국가라 문재인이랑 니들 중국몽 함께하는 사이 아니냐? 페미고 ㅈㄹ이고 조선시대 찬양하면서 페미들이 가장 보면 빡칠게 조선시대 여성 인권인데 아무말 없지? 그치? 중국에 영향받아 세워진게 제2조선 북한.인권 ㅈ도 없고 이씨에서 김씨왕조로 변한거자나 대한민국은 조선이랑 하등 관계없는 나라다 좃선이 역사라고 생각하고 좋다면 북으로 다들 기어 올라가라 그거 유지하는게 북괴새끼들 이니까 ㅋ,0
이 시끼는 지원만 해주다가 끝나네,0
더질스러운 자식 꺼져라,0
이러는데도 문재앙과 원숭이 찍은 남자샛퀴들은 호구 남달창 인증이다 ㅉㅉ,0
"저런 원숭이나 뽑고, 서울개돼지들의 수준 알만하다. 하두 라디언들이 서울 경기도로 상경해서 시뻘겋게 물들어서 그래. 아무튼 통수들 조심해라 라디언들은 겉으로 살살되지만 속에 능구렁이 수천마리 있따 괜히 사기꾼들이 많것냐?",0
"지능이 의심스러운지 교활한건지, 찍어 주는××들도 그냥 犬××들이고",0
ㅋㅋㅋㅋㅋ 원순아 개소리 그만 지껄이고 대통령선거에 나오지말고 짜져있어라. ㅋㅋㅋ 그렇게 조국이 쉴드를 쳐대더니만 이제는 영혼마저 가출했냐??,0
검정고무신 보고 와서 애미한테나 잘 해줘라,0
이 시키는 지 아들하고 연락도 안된다며? ㅋㅋㅋ,0
빨게 없어서 결국엔 페미코인 탑승하네.. 진짜 서울 시민들 대가리 박아라..,0
선거철 다가온다고 페미 표 받을라 쌩쇼를 하네 원숭이 ㅁ ㅊ,0
지라알염병,0
이런 개를 서울시장 3선을 뽑아주는...도덕심없는 개시민들...썩은 국민성...암울한 dna,0
82년생 김지영이면.. 아이돌에 환장한 극성빠순이들 아니냐?ㅋㅋㅋㅋㅋㅋ,0
ㅈㄹ하네 ㅂ ㅅ,0
지나가던 삶은소대가리가 웃겠다 ㅋㅋ,0
더불어꼴페미당,0
이것들은 하나같이 영화를 보고 지랄들하네 본시 모지리들이 활동사진을 좋아라하긴해 ㅋ,0
한동안 잠잠 했지. 가만히 있으면 중간이나 간다는 말을 몸소 실천하고 계신 시장니미 좇네요.,0
개 역겹다....,0
지랄을해요,0
오세훈이랑 안철수가 제일 원망된다 원숭이 ㄱ ㅅ ㄲ,0
먼 원숭이가 개소리를 하네,0
죽어라.,0
원숭이는 동물원으로 등신 골갑한다,0
이게 더불어공산당의 실체임. 이 샛기들 막으려면 자유한국당에 몰표 몰아줘서 압도적으로 당선시키는 수 밖에 없음.,0
그런 감성이 있는데 천막농성자를 5명이나 죽이냐! 이 원숭이새끼야!,0
뇌가썩은 수구좌좀 틀딱셐퀴 주제에 진보인척 하는 꼬라지 졸 역겹네...헬조선 에선 유치한 예능쇼나 하며 기만질에 쩔어사는 틀딱셐퀴들을 진보 라고 부르냐?,0
원숭아!! 광화문에 똥깐좀 갖다놔라~~그거 얼마 한다고....나 지난주에 똥쌌다...c-bal,0
이딴 새끼 시장 3선 시키는 서울 시민들도 좀 교양적으로 문제있다고 자각해야할 것.,0
참 GR염병도 가지가지하는 무식무능종북원숭이시키,0
영화 볼 시간에 지금 이시간에도 생활고에 극단적 선택하는 사람들이나 신경쓰라 원숭이 세캬,0
지럴을 한다!!! 악어의 눈물이겠지!!!!,0
지랄하고 자빠졌네 원순씨,0
"참 나, 페미니스트가 남자들끼리 항문성교하는 게이들의 퀴어축제를 지지하고 후원하나? 입에 침이나 바르고 지껄여라.",0
가지가지 하네 이 멍키 식히,0
이건 청소 하던 여자가 순시리한테 한 한마디 버전으로 염병이 아닌 개x롤병 하고 있네 라고 할까?,0
왜 보지를 보지라 하지 못하지? 사전에도 있는 단어인데 너무 금기시 하는거 아니냐?,0
개나소나 목사하고 교수해서 그런거다. 하나님의 심판날에 화있을진저...이 독사의 새끼들아..,0
목사중 50%는 섹스광 나머지 50%는 섹스광 + 돈벌레,0
하나님...????...그쉑히는 뭔데....남의나라에서 이런색히들이 판치게 만드노....뭔진 몰라도 난놈이여....,0
목사가 아니라 미친사람이군,0
성직자를 가르치는 교수라는 작자들이 타락하여 sex만 탐하나보다.,0
이런 기사로 기독교를 폄훼시켜서 광화문 집회의 동력을 꺼뜨리려고 애를 쓰는구나. 그런데 어쩌냐 총신대에 그런놈들이 있으면 잡아서 처벌하면 되는것 아닌가? 어느 종교 어느 종파든 그런 놈들은 늘 있기 마련이다. 새로운 일도 아니다 다만 시기적 환경적으로 너무 냄새가 난다는거지 의도된 기획된 공작냄새가 너무도 짙게 난다는 것이 문제인게다. 그래 너그덜이 어지간히 두렵고 급해졌구나 하는게 보인다. 왜 좀더 깨춤들 추지 그러냐 구경 좀 더 하게 말이다. 종석이도 눈치까고 내빼고 문가가 좃될 일만 남은 것 같다. 재밌네 지켜보는 것도,0
원래 좌빨갱이에 물든 교수나 목사가 다들 저런다. 왜냐하면 뭐든지 노력없이 나눠가지려거나 뺏으려는게 공산주의자들의 본질이거든. 그래서 섹스도 공짜로 뺏거나 공유하려는 공산주의식사고가 저런 외설로 은연중에 표출되는것이다.,0
이러니까 18 신천지애들한테도 욕먹고 일반인들한테는말할것도 없이 개무시받지 한국교단아!! 니들 제발 자숙하고 각성해라!!,0
"""하나님께서 여성의 보지는 잘 만드셨어요""",0
보지를 보지라고 깨놓고 말하는 놈들이어디있노? 무식하게스리... 재인이 야동 보는소리 하고있네,0
몇몇 교수답지 않은 이들때문에 또 싸잡아 욕듣게 만들고‥ 어휴‥어딜가나 저런 병자들이 있네요,0
현실 . 어떤 년놈이야?,0
기레기 ㅗ ㅗ,0
고맙다 문슬람 대가리깨진 그지들아ㅋㅋㅋ 우리집 5억올랐다 매물도 내놓지들 않아서 더오르고있다,0
역대급 살인악마 검사님 무서워요 ㅈㄹ 하네 니가더 무섭다 살인악귀야 여려말할거없이 사형시켜야한다 언제까지 저런 개소리를듯고있냐 개 소름끼친다,0
저년 씹빛창너단 맞지?,0
진짜 옘병할 놈들이네 ᆢ법원은 공기업들에 대한 노사를 인정하지 말아야한다 ᆢ,0
이게 나라냐?실업를은 세계최고 수준인데 얘들은 4교대한다고 인원 더 보충시켜달란다.정규직에 삼교대면 하루 8시간 근무도 힝드니 4교대면 6시간근무에 복리후생 다 누리면서 귀족노족하겠다는 거지요.니들 뒤치다까리 하다 대한민국은 이북의 돼지새끼한테 다 숙청된다.쇼통하는 재앙이는 오늘도 생중계로 타짜 고스톱 연출한다.,0
노조 이 시 바놈 들 싸그리 되 져 라.사회에 악이고 기생충이다.,0
시민들 인질잡고 또 돈올려달라고 염병하네. 쓰레기등,0
"災殃, 이로구만. 힘든사람 많다. 이제그만들하자 노조 시바껏들아.",0
허구헛날 파업질이네. 문죄앙이가 민노총 등에 업고 당선된 새 ㄲ ㅣ라 어쩌지도 못한다 아이가,0
이 세에끼들 덕에 지난번에 입석사가지고 다리 조온나 아프게 타고 갔네. 그냥 머리통을 하이킥으로,0
"아니,시이이벌 왜 자꾸 파업질이야? 도대체 뭐가 불만이길래?",0
이 미친. 매년파업에 돈많이 받아 처먹으면,0
이새끼들 시민들을 인질로잡고 지들 배만 쳐불리는 기생충들,0
"꼴통들은 보수와는 전혀 상관없는 새끼들이다. 보수의 탈을 쓴 가짜 보수들이기 때문이다. 보수의 외피를 두르고 저 자리에 버젓이 앉아있는 황교안, 나경원, 한국당, 그리고 집회에 동원된 수많은 사이비 보수들이 그동안 어떤 작태를 벌어왔는지를 상기해보면 그 이유가 확연히 드러난다.",0
20대지만 다시는 진보에 표 안준다ㅡㅡ ㄱH^ㅐ끼들,0
문재인 새끼 대가리를 깨버립시다,0
이것전부 문재앙이 만든 재앙이다...경제 폭망/퍼주기 정책으로 국민이 내는 세금증가...허기야 문빠달창들 대부분은 세금도 못내는 팔푼이들이 대부분이니 세금 걱정은 없겠지만...,0
달...........창들 달님 똥꼬 빠느라 입술 불어틀듯. 경제가 엉망이고 청년일자리 줄어들고 자영업자들까지 다 망해가고있는데 끝까지 문재인만 지지하겠다니..... ㅉㅉ 너희가 진짜 매국노인거 알고있어? 경제가 어려워지고 언론을 장악해서 거짓말을 하는 정부를 그렇게 물고빨고 싶니? 니들 사는 목적이 달님 찬양이지? ㅉㅉ,0
문재인 잘하고 있어 .... 전 대통령이 모아둔 돈 펑펑쓰고 신용등급 강등에 쫄딱 망한 경제 다음 대통령에게 주겠다. 잘 한다 삶은 소대가리 ....같은 소리 듣고,0
슬슬 망해가는구나. ㅂㅅ 같은 정권 때문에,0
히벌 어떤 새끼들 땜에 나라 진짜 조때써요 네,0
IMF구제금융체제보다 더 강력한 미국의 한국에 대한 참교육이 시작될려나 보다. 쥐새끼 같은 문가놈과 주사파새끼들 때문에 모두가 피보겠네!,0
달창새끼들은 도대체 어느 세상에 살길래 지금 경제가 좋다고 느끼는건지 모르겠다..,0
걸레경제가 목표니...현재..잘가고있는거 맞지..죄인아...기생충ㅅ키들,0
무디스 뭔 개소리냐 2018년도 재인동무께서 2019년정책이발휘되서 경제성장률좋고 잘살거라고 분명 기자회견 공표하셧는데 아직40일남았는데 2020년될라면 경제 좋아질줄알아 내 말이맞죠? 재인동무,0
좋타 좋와!제대로 망해서!길바닥에서 살아보자!개.돼지 문슬람 똥파리들!경제 얘기하면 참아야 산다더라!지만 참으면 되지!다들 죽겠다는데!미래를 위해선 더나아가야 한다는 개소리에!사람새끼가 돌면 이렇구나 하는 생각이 들더라!북으로 쳐가든지!중국으로 쳐가라!개종자들!,0
좌파가 집권하면 어김없이 나라 씹ㄷ창나는건 100퍼지,0
그럴리 없어~ 청와대 삶은 소머가리가 경제가 종니 좋다그랬단 말아~~,0
닭그네의 최대 불명예는 최초로 탄핵쳐 맞은것보다 문가한테 정권 넘겨준거다 ㅅㅂㅅㅂ,0
문달창들 어휴 불편해 이런기사 싫어,0
삶은 소대가리 퇴임때 IMF 다시 오겠군..,0
나라 쳐 망해가는 군... 개 쩝 쩝이 하나 때문에 이게 뭐꼬? 옘뱅한다 증말,0
서브프라임 모기지론 주범색휘들이 뭔 남의나라 회사 신용등급을 평가질이야....신용등급 부풀려서 세계경제 말아먹을려고 했던놈들이 잘도 짖어댄다,0
문빨갱이 작품! 저런 무능력자 새대가리가 있는한 망조다! 탄핵 사형시켜야 경제 안보 외교 민생 군방까지 살아난다!,0
제발 이제는 정신 차리자대가리 깨지기 전에 제발 돌이켜라 좀비 같은 대깨문들아,0
문재앙 즉결 사형 ㄱ,0
"팍팍 떨어지는구나. 제대로 가고있다고 말하는놈들,주둥이는 재봉틀로박혔냐?말해봐라",0
문달창대깨문들은 요즘 경제가 좋아지고 있다고 만나는 사람마다 선전구라질하더라....,0
결국은 니히미 몬 장애 있는데 억지로 끌려가나 기획사 본인들 돈벌고 유명해진게 국위선양은 개 풀 BTS 때문에 자영업이 잘되냐 월급이 올랐냐 국민 세금 감면됬냐? 옛날에 비 도 자칭 월드스타 군대 면제 시켜주자 난리였지 진짜 군문제는 대한민국이 징병제인한 이딴 짓거리들 좀 하지마라,0
야 이 기집애들아 니들이 뭔데 군면제 ㅈㄹ이야 진짜 그러다 느그 방탄 훅간다 좀 연예인것들 그만 빨고 짜져라,0
돌대가리 운동하는 놈들도 군대 보내자,0
스바거 머 독립운동이라도 했냐노관심 딴따라새기들이 먼 병특인데,0
BTS고 뭐고 여자나 군대보내^^ 요새 징병인구 쫙쫙 줄어 현역갈 남자도 없다며? 북한도 여자 징병대상인데 뭐 x빨났다고 여긴 여성특별취급이냐. 아 물론 헌법 국방의 의무엔 장애인은 면제긴 하지^^,0
국방부기생충들! 머리는 생각하는거지 폼으로 달고다니냐? 병역특례법이 시대에 뒤떨어지고 형평성이 어긋나 시대의 요구와형평성에 맞게 바꾸길 바랬더니! 뭐 운동선수들은 명단에만 올라도 병역특례받게 확대?! 미친것 아니가? 클래식과 대중문화도 형평성있게 바꾸랬더니! 그냥그대로?! 이때까지 이럴려고 야단법석 떨었니?! ㅅㄲ들 ! 에잇 퉷! 다 없애라! 병역특례없애고 다가라!,0
별 그지같은게 뉴스거리냐 돈 쳐벌고 군대안가는건 무슨 귀신 씨나락 까먹는 개소리야,0
당연한걸 왜 저지랄들이지,0
동무들 김정은 재가떨어지기전에 남한동무아세키들 못본다고 문딩이한테 얘기했데...아미''세겨펜들 반대하고 난리인데..국내만 언론막어 BTS 죽이려는 좌파친북문정권,0
이새끼들은 무슨 왕족이냐?,0
근데 방탄이 면제 받는다? 그러면 대혼란을 가져온다. ㅈ같으면 총선때 모병제 찬성 하는 사람 뽑으면 된다. ㅇㅋ,0
됐고 이제 여자도 사회복무시켜라 요즘 배가불렀는지 남녀평등외치는데 진정한 남녀평등은 군복모두 평등해야지 누군가고 누군안가고? 장난치냐 여자도 복무시켜라 전쟁나면 방독면도 쓸줄몰라 뒤질것들 살고싶으면,0
개삽소리 찌끌이고앉았네.당연한얘기를ㅋㅋㅋㅋ돈도 존나게벌고 군대도 면제받고 뭐 신의아들이니? 헤라클래스야?,0
여성족가부 폐지시켜 ㅡㅡ 조선 보.........징어들 군대 다 보내라 이러니 문재앙이나 뽑지 군필자 아님 투표권 뺏어라 이게 나라냐 평등 같은 소리하네 맘충들. 빠순이들 도돌임표다,0
아니 쟤들은 그냥 자기꿈을 이루고 돈을벌려고 일을 한 사람들인데 군대를 왜 빼주자고 개소리를함??,0
경제적 효과 ㅈㄹ하는것들아. 무슨 그까짓 18개월 한다고 나라 망하냐 ㅋㅋㅋ 누가보면 방탄이 삼성정도 되는줄 알겠다. 깝죽대지좀 말고 가만 있어. 차라리 다녀오는게 까방권 획득이야.,0
유승준 이 색이 때문에... 그를 원망해라,0
어디 OOO 으른들 얘기하는데 꼴데가쳐끼냐...,0
황재균을 까는게 더 미친 짓이지.,0
닥지고 3루 황재균 넣어! ㅅㅂ,0
예전에는 C불얼충과 매독들이 난리를 쳤다면 지금은 슼갈과 즙닌들이 난리치는중 뭐같은 아이돌문화 아래선 리그 발전은 없다.,0
겜충이들 노는데 뭘 선진문화를 바라냐? e스포츠가 진짜 스포츠마냥 될수있다고 생각함?,0
찐따같은댓글만달려있냐? 이런사건 그냥 넘기면 스타처럼 역사의 뒷길로 사라지는건데 미성년자에 대한 계약 얘기중인데 헛소리하는것들은 머냐?,0
찐따 겜충들한테 잘보여서 참 좋겠다 야 ㅋㅋㅋ,0
영어를 못하면 방송을 보지마 ㅅㅂ 그냥 카사 얘기하면서 여자 패널이 클리드 징동부터 잘해서 봐왔는데 이번년도에 슼에서 잘해서 재계약 했음 좋겠다고 말하는건데ㅋㅋ 그리고 모든 계약 다 종료되서 지금은 다년계약 아니면 모두 fa임,0
슬픈채소 우엉//ㅗ나 쳐먹어^^,0
북죄인은 A4용지 없으면 말 못히는 초딩이나 다름없음ㅋㅋㅋㅋㅋㅋㅋㅋ,0
느그 아버지나 신경써라,0
개독 out!,0
쓰레기들이네,0
그치 남편 돈버는 기계취급하는 맘충ㄴ들 때문에,0
신동 새끠는 오지게 퍼주면서 ㅉㅉ,0
전형적인 일베식 꼰대,0
가슴 털에 얼굴비빌 생각하니..으...,0
젖..,0
미친아지매 싸지른 댓글모음 혐오스럽게 역겹네,0
jouj 넌 카톡도 안하냐 m이 디진색갸,0
구꼭지ㅋㅋㅋㅋㅋ셀프인증 웃겨디짐,0
이딴 개같은글이 베플이라니 ㅋㅋㅋ야이 개야,0
miza slow 느그음마 갯애기들아,0
개극혐! 우웩,0
문재인같은 매국노도 당당하게 대통령하는데 문제있숩니꽈? 훠훠훠,0
바본가;;; 아직 재판도안했어 걔는 ㅋㅋㅋㅋㅋ 피해자랑만 합의본거여 설마 합의봤다고 처발안받걸로 알정도로 멍청한건아니지?,0
역겹다 라코와 틀딱부패인들,0
Gusd 니가 국회 입법하는 국회의원보다 잘아냐? ㅋㅋㅋ 진짜 방구석 대법관 관종새끼 존나게 아는척하고 남 깔아뭉개면서 지 관심끄는데 거치적거리는 전문가 의견은 본척도 안하네 인생 알만하다 ㄹㅇ,0
ㅈㄹ도 재앙이가 이딴거 잘도 해주겠다~~,0
ㅋㅋㅋㅋㅋLCK ㅈ된거지 뭐. 정신나가 관종들이 아무리 어그로 끌어봤자 정상적인 사고 가지고 있는 애들은 LCK 눈 찡그려져서 안볼껄 .,0
인기있는선수들 핵심선수들 지금 lck떠나고있고 경쟁력도 떨어지는 와중에 라코는 말같지도않은 징계때려박네 스타이후 이렇게 e스포츠에 관심많고 흥행한게 있냐??라코 틀딱 스타꼰대들때메 e스포츠 두번망하겠네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ에라이 OOO들,0
틀타충들 칼로 찔러도 무죄,0
뭘 인정해 OOO아,0
틀타새끼들이 장악하고 있는데 뭐 답없지. 그 새끼들부터 다 몰아내야함,0
라이엇새기들이조사받아야지 뭘조사해라야ㅋㅋㅋ얘네도물갈이해야한다 꼴에협회ㅋㅋ,0
아 ㅈㄴ기대했는데 뭐냐 롯데,0
화나이 OOO 근성도 ㅈ도없는것들이 근성맨을 내ㆍ보내?,0
고자라니ㅠㅠ,0
롯데 성민규 단장 허문회 감독 다초보인데 이해창 왜 안잡았는지...아주 여유 있던데 내년 어떤가 고자,0
한번 만나기도 어려운 대통령을 지난주 지난달 만났다는 사람들이 태반이던데 신기하네.적당히 하자 이놈 허일후 권력노리개야,0
국민과의 대화를 보고 느낀점ㅋ 일베충들은 얼굴보고는 찍소리도 못하고 개이버댓글에서만 발광이구나ㅋㅋ,0
일베개똥충들아 니들 교주 딹그네 였음 상왕 최순실이 각본 써준대로 입만 뻥긋 거리다 어리버리 눈만 껌뻑이다 막판에 지 맴대로 안돼니 화만 내고 끝났겠지 ㅎ ㅎ ㅎ,0
달창스런♥구라,0
경제가 개판인데 문재인은 머가 저리좋은가... 참 무식한 대통령이네...,0
쑈 그만해라 OOO.아 무능에 극치야,0
쇼든 아니든 지금 웃고 떠들고 있을 시점이냐? 나라 꼬라지 안보이냐? 이게 나라냐? 돈없어 자살 공화국이 된 마당에 웃음이 잘도 나온다. 한심하다 ㅅㅂ,0
밥 처먹지마라 ㅋ ㅋ 밥먹을 자격도 없어그리고 전광훈이 저늠이 목사냐?ㅋ 한기총? 에라이 쓰레기들아 저런것도 목사라고 ㅉㅉㅉ,0
멍청아 문제는 경제야 왜 자꾸 이런 카드로 들어오는 표를 날려버리니??? 자책골 전문이니?? 여론은 만들어가는거야 그래서 드루킹일당이 활동한거고 멍청아 단식이 아니라 경제실패의 원인을 국민에게 알려야 할때다 단식 쇼할때가 아니라,0
문재앙 ~~ 보수 힘을 합쳐야 합니다 김세연 OOO같은,0
단식을 할려면 국회에서 하지 제발 쑈 하지말고 세금 축이나 내지 말고 일좀 해라. 정말 욕나온다.ㅅㅂ,0
돈적게 쓰는 한국인 줄고 돈많이쓰는 미국인 늘어서 일본 관광수익 사상최대 ^^,0
"유니클로 꽁짜로 준다니깐 환장하고 뎝빈건 생각안하고?? 하튼 거지근성 . 그냥 이웃나라로 생각하고 지내자. 문재인 나팔수 좌파언론 지긋지긋하다. 우파동지분들~! 네이버 카페명 ""우파세상""에 힘좀 보테주세요~!! 이 극좌들과 싸우겠습니다~~!!!",0
"ㅋㅋ 죽창들자고 해놓고는 일본 팬 사용 하고,아들은 유니클로 입고.ㅋㅋ 에라이 대깨문들아 정신 차려.",0
일본 관광행이 살아나니 좌빨 방송 제이티 비시가 왜 가슴이 뜨끔하냐?..........우리나라 경제가 나빠서 못가 이년들아..........아가리 쳐 닫아라........,0
뻘겅이 짱깨 북괴,0
미쳐네 ㄷ ㄷ,0
sing 저건 멍청한 짱개냐 조선족이냐? 작년 삼성 엘지 플래그십이 홍미노트8보다 압도적으로 뛰어난데 뭔 헛소리를 쳐하고 앉아 있냐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
진짜 개악질 정신병자 정권!! 우리집 앞에 온 손님을 찾아뵈라? 야이 돌게이야! 우리 집앞에 온 손님을 모셔라!! 이게 정확한 소리 아니냐!! 완전 🐕 악당이네! 이새끼 더러운 가면 찢어버려야함!! 사람인척 하지마! 개보다 못한 자야,0
박 푸로?란다. ㅋㅋㅁ ㅊ 둥ㅅ가튼 갤기녀니,0
뭐지? 줌땡기면 앞동 처녀 벗고 돌아 다니는거도 다보이나요?,0
"플래그십 사양에 엣지 없이 만들어라. 엣지 없는 거 보급형으로 만들어놓고, 엣지 없으면 안 팔린다는 개소리 처하지 말고ㅋㅋㅋㅋ",0
아니 염벙 나온지얼마나됫다고 삼성 불매해야되 소비자 눈속이는거,0
상하 베젤 두께좀 맞춰라 똘구 재용아.,0
하아.....문과 //ㅣ발년들 1억만화소는 대체 뭐야,0
69.. 자세?? 노린 거임?,0
갤럭시 S6씹구형인가요?,0
저거 완전 또라이네 교사는 어떻게 된거냐,0
문빠 달창들이 인도에서도 있구나,0
교사새끼도 똑같이물자~,0
저런ㅅㄲ가 선생질을 하다니,0
그네같은 새키네,0
아. 뭐이런 그지 교사가..아..저 고통 스럽게 죽어간 저 아이..어쩔거야!저 교사를 어찌해야해!저 의사는 의사면허증 누가 발급해 준거야??진짜...두 ㅁㅊ 어른이 아이들 고통스럽게 죽였네,0
조선....그리고 북한은 저러했고 니들 데가리에 개념 넣어준건 엄마가 아니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
진짜 아무리 생각해도 이해가 안 간다 대체 얼마나 구멍뚫린 대가리로 살고 있길래 저런 개념을 가질 수 있는지,0
저런 쳐죽일놈,0
와 나같음 저 교사 목 땄다,0
교사가 정신병자네 지능이 모자라도 한참 모자라네 말문이 막히고 막혀서 갑갑하네 어이 이 머저리야 그냥 걍 뒤져서 사라져라 힌두신이여 이 칠득이를 다음생엔 똥파리로 태어나게 해주게 되면 고맙겟습니다,0
하나같이 자유꼴통당스럽네,0
짱깨도 치를 떠는 인도 ㅋㅋㅋㅋㅋ짱깨랑 인도랑 전쟁하면 조옷나 재미질듯,0
이런 비상식적 사고방식의 후진국이 싫다중국이나 인도나 인구빨이 대단하니 생명가치에 대한 존중이 없는거야.....무식한 인간시끼들.......,0
닭 대가리 같은게 거기도 있었냐..ㅉㅉ,0
개똘아이네 죽어가는학생이지딸이래도 그랫을까 나쁜인간아ㅉㅉ..삼가 고인의명복을빕니다,0
미친거아냐?,0
또라이 선생,0
어처구니 없네 저런게 선생이라니. 미 ㅊ ㄴ 도 저러지 않겠다. 정신이상자가 선생노릇 햇네,0
전교조같은새X가 인도에도있네,0
선생룐 정신나간 미친또라이. 뱀을 목에가 걸어줘라. 학생들아,0
미쳤다역시 구역지나는 인도답다,0
저런나라가 여성인권이 우리보다 높다고 말하는 페미돼지년들 수준,0
쳐 죽일놈,0
핵무기 있다고 인도가 선진국 이라는 정신병자도 있네 그런 선진국 인간들이 한국에3D 업종에 취업해서 돈 벌려오냐,0
인도는 진짜 미친나라다.,0
이건뭐 누가봐도 닭대가리 인정!!!!,0
저 나라도 미쳤고 저 선생도 또라이고 의사는 더 미쳤다.목숨을 우선으로 생각하는게 의산데 피검사한다고 제때 해독제를 안놔준게 말이가 빵구가 사람 목숨을 한낱파라보다 못한단말인가.,0
미쳤나봐,0
저 교사는 ㄸㄹㅇ이네...,0
미개한세끼들,0
이세기들아 대한민국도 뱀에 물려죽을날 머지 않았다. 이세기들아 도심.외곽지 할것없이 뱀은 어디든 다있다. 옛날말에 독사한마리 잡으면 10사람을 살린다했거늘. 탁상행정이 대한민국이 뱀과의 전쟁이 일어날것이야..독사는 새끼를 낳고 한번 낳을때 몇마리씩 낳는다 일년에 한번 새끼놓는다. 뱀의 천척이 없어 포화상태야..,0
인도새끼들 진짜 미개하지,0
무식하기짝이없네.미친ㅆ,0
진짜 미개하다 돌대가리 아... 열받어,0
